brottstyp_id;namn;niva;grupp_id;grupp;sokvag
5036;Totalt antal brott;0;5036;Totalt antal brott;Totalt antal brott
11084;Brott mot brottsbalken;0;11084;Brott mot brottsbalken;Brott mot brottsbalken
11086;3-7 kap. Brott mot person;0;11086;3-7 kap. Brott mot person;Brott mot brottsbalken, 3-7 kap. Brott mot person
11086;3-7 kap. Brott mot person;1;11084;Brott mot brottsbalken;Brott mot brottsbalken, 3-7 kap. Brott mot person
11090;3 kap. Brott mot liv och hälsa;0;11090;3 kap. Brott mot liv och hälsa;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa
11090;3 kap. Brott mot liv och hälsa;1;11086;3-7 kap. Brott mot person;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa
11802;Försök till mord eller dråp (1, 2 §);0;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §)
11802;Försök till mord eller dråp (1, 2 §);1;11090;3 kap. Brott mot liv och hälsa;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §)
12997;Mot barn under 18 år;1;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot barn under 18 år
12999;Mot flicka under 18 år;2;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot barn under 18 år, Mot flicka under 18 år
13001;Mot pojke under 18 år;2;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot barn under 18 år, Mot pojke under 18 år
14283;Mot kvinna 18 år eller äldre;1;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot kvinna 18 år eller äldre
14289;Närstående genom parrelation;2;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot kvinna 18 år eller äldre, Närstående genom parrelation
14290;Närstående genom släktskap/familj;2;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot kvinna 18 år eller äldre, Närstående genom släktskap/familj
14291;Annan slags relation eller bekantskap;2;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot kvinna 18 år eller äldre, Annan slags relation eller bekantskap
14292;Obekanta;2;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot kvinna 18 år eller äldre, Obekanta
14284;Mot man 18 år eller äldre;1;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot man 18 år eller äldre
14285;Närstående genom parrelation;2;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot man 18 år eller äldre, Närstående genom parrelation
14286;Närstående genom släktskap/familj;2;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot man 18 år eller äldre, Närstående genom släktskap/familj
14287;Annan slags relation eller bekantskap;2;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot man 18 år eller äldre, Annan slags relation eller bekantskap
14288;Obekanta;2;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot man 18 år eller äldre, Obekanta
12998;Mot man/pojke;1;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot man/pojke
13000;Med användning av skjutvapen;2;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot man/pojke , Med användning av skjutvapen
13002;Utan användning av skjutvapen;2;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot man/pojke , Utan användning av skjutvapen
13003;Mot samtliga personer (även där kön är okänt);1;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot samtliga personer (även där kön är okänt)
13004;Med användning av skjutvapen;2;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot samtliga personer (även där kön är okänt), Med användning av skjutvapen
13005;Utan användning av skjutvapen;2;11802;Försök till mord eller dråp (1, 2 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Försök till mord eller dråp (1, 2 §), Mot samtliga personer (även där kön är okänt), Utan användning av skjutvapen
11130;Misshandel inkl. grov (5, 6 §);0;11130;Misshandel inkl. grov (5, 6 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §)
11130;Misshandel inkl. grov (5, 6 §);1;11090;3 kap. Brott mot liv och hälsa;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §)
12140;Indelat efter ålder;0;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder
12140;Indelat efter ålder;1;11130;Misshandel inkl. grov (5, 6 §);Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder
12144;Mot barn 0-6 år;1;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 0-6 år
12553;Utomhus;2;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 0-6 år, Utomhus
12567;Obekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 0-6 år, Utomhus, Obekant med offret
12596;Mot flicka 0-6 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 0-6 år, Utomhus, Obekant med offret, Mot flicka 0-6 år
12600;Mot pojke 0-6 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 0-6 år, Utomhus, Obekant med offret, Mot pojke 0-6 år
12581;Bekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 0-6 år, Utomhus, Bekant med offret
12597;Mot flicka 0-6 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 0-6 år, Utomhus, Bekant med offret, Mot flicka 0-6 år
12601;Mot pojke 0-6 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 0-6 år, Utomhus, Bekant med offret, Mot pojke 0-6 år
12560;Inomhus;2;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 0-6 år, Inomhus
12568;Obekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 0-6 år, Inomhus, Obekant med offret
12598;Mot flicka 0-6 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 0-6 år, Inomhus, Obekant med offret, Mot flicka 0-6 år
12602;Mot pojke 0-6 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 0-6 år, Inomhus, Obekant med offret, Mot pojke 0-6 år
12582;Bekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 0-6 år, Inomhus, Bekant med offret
12599;Mot flicka 0-6 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 0-6 år, Inomhus, Bekant med offret, Mot flicka 0-6 år
12603;Mot pojke 0-6 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 0-6 år, Inomhus, Bekant med offret, Mot pojke 0-6 år
12547;Mot barn 7-14 år;1;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 7-14 år
12554;Utomhus;2;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 7-14 år, Utomhus
12569;Obekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 7-14 år, Utomhus, Obekant med offret
12604;Mot flicka 7-14 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 7-14 år, Utomhus, Obekant med offret, Mot flicka 7-14 år
12608;Mot pojke 7-14 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 7-14 år, Utomhus, Obekant med offret, Mot pojke 7-14 år
12584;Bekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 7-14 år, Utomhus, Bekant med offret
12605;Mot flicka 7-14 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 7-14 år, Utomhus, Bekant med offret, Mot flicka 7-14 år
12609;Mot pojke 7-14 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 7-14 år, Utomhus, Bekant med offret, Mot pojke 7-14 år
12561;Inomhus;2;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 7-14 år, Inomhus
12570;Obekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 7-14 år, Inomhus, Obekant med offret
12606;Mot flicka 7-14 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 7-14 år, Inomhus, Obekant med offret, Mot flicka 7-14 år
12610;Mot pojke 7-14 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 7-14 år, Inomhus, Obekant med offret, Mot pojke 7-14 år
12585;Bekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 7-14 år, Inomhus, Bekant med offret
12607;Mot flicka 7-14 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 7-14 år, Inomhus, Bekant med offret, Mot flicka 7-14 år
12611;Mot pojke 7-14 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 7-14 år, Inomhus, Bekant med offret, Mot pojke 7-14 år
12548;Mot barn 15-17 år;1;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 15-17 år
12555;Utomhus;2;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 15-17 år, Utomhus
12571;Obekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 15-17 år, Utomhus, Obekant med offret
12612;Mot flicka 15-17 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 15-17 år, Utomhus, Obekant med offret, Mot flicka 15-17 år
12616;Mot pojke 15-17 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 15-17 år, Utomhus, Obekant med offret, Mot pojke 15-17 år
12586;Bekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 15-17 år, Utomhus, Bekant med offret
12613;Mot flicka 15-17 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 15-17 år, Utomhus, Bekant med offret, Mot flicka 15-17 år
12617;Mot pojke 15-17 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 15-17 år, Utomhus, Bekant med offret, Mot pojke 15-17 år
12562;Inomhus;2;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 15-17 år, Inomhus
12572;Obekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 15-17 år, Inomhus, Obekant med offret
12614;Mot flicka 15-17 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 15-17 år, Inomhus, Obekant med offret, Mot flicka 15-17 år
12618;Mot pojke 15-17 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 15-17 år, Inomhus, Obekant med offret, Mot pojke 15-17 år
12587;Bekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 15-17 år, Inomhus, Bekant med offret
12615;Mot flicka 15-17 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 15-17 år, Inomhus, Bekant med offret, Mot flicka 15-17 år
12619;Mot pojke 15-17 år;4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot barn 15-17 år, Inomhus, Bekant med offret, Mot pojke 15-17 år
12549;Mot kvinna 18 år och äldre (15 år och äldre t.o.m. 2006);1;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot kvinna 18 år och äldre (15 år och äldre t.o.m. 2006)
12556;Utomhus;2;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot kvinna 18 år och äldre (15 år och äldre t.o.m. 2006), Utomhus
12573;Obekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot kvinna 18 år och äldre (15 år och äldre t.o.m. 2006), Utomhus, Obekant med offret
12588;Bekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot kvinna 18 år och äldre (15 år och äldre t.o.m. 2006), Utomhus, Bekant med offret
5038;Närstående genom parrelation (uppgift saknas);4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot kvinna 18 år och äldre (15 år och äldre t.o.m. 2006), Utomhus, Bekant med offret, Närstående genom parrelation (uppgift saknas)
13929;Närstående genom släktskap/familj (uppgift saknas);4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot kvinna 18 år och äldre (15 år och äldre t.o.m. 2006), Utomhus, Bekant med offret, Närstående genom släktskap/familj (uppgift saknas)
5039;Annan slags relation (uppgift saknas);4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot kvinna 18 år och äldre (15 år och äldre t.o.m. 2006), Utomhus, Bekant med offret, Annan slags relation (uppgift saknas)
12563;Inomhus;2;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot kvinna 18 år och äldre (15 år och äldre t.o.m. 2006), Inomhus
12574;Obekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot kvinna 18 år och äldre (15 år och äldre t.o.m. 2006), Inomhus, Obekant med offret
12589;Bekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot kvinna 18 år och äldre (15 år och äldre t.o.m. 2006), Inomhus, Bekant med offret
12620;Närstående genom parrelation (uppgift saknas);4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot kvinna 18 år och äldre (15 år och äldre t.o.m. 2006), Inomhus, Bekant med offret, Närstående genom parrelation (uppgift saknas)
13931;Närstående genom släktskap/familj (uppgift saknas);4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot kvinna 18 år och äldre (15 år och äldre t.o.m. 2006), Inomhus, Bekant med offret, Närstående genom släktskap/familj (uppgift saknas)
12623;Annan slags relation (uppgift saknas);4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot kvinna 18 år och äldre (15 år och äldre t.o.m. 2006), Inomhus, Bekant med offret, Annan slags relation (uppgift saknas)
12550;Mot man 18 år och äldre (15 år och äldre t.o.m. 2006);1;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot man 18 år och äldre (15 år och äldre t.o.m. 2006)
12557;Utomhus;2;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot man 18 år och äldre (15 år och äldre t.o.m. 2006), Utomhus
12575;Obekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot man 18 år och äldre (15 år och äldre t.o.m. 2006), Utomhus, Obekant med offret
12590;Bekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot man 18 år och äldre (15 år och äldre t.o.m. 2006), Utomhus, Bekant med offret
5041;Närstående genom parrelation (uppgift saknas);4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot man 18 år och äldre (15 år och äldre t.o.m. 2006), Utomhus, Bekant med offret, Närstående genom parrelation (uppgift saknas)
13930;Närstående genom släktskap/familj (uppgift saknas);4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot man 18 år och äldre (15 år och äldre t.o.m. 2006), Utomhus, Bekant med offret, Närstående genom släktskap/familj (uppgift saknas)
5040;Annan slags relation (uppgift saknas);4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot man 18 år och äldre (15 år och äldre t.o.m. 2006), Utomhus, Bekant med offret, Annan slags relation (uppgift saknas)
12564;Inomhus;2;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot man 18 år och äldre (15 år och äldre t.o.m. 2006), Inomhus
12576;Obekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot man 18 år och äldre (15 år och äldre t.o.m. 2006), Inomhus, Obekant med offret
12591;Bekant med offret;3;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot man 18 år och äldre (15 år och äldre t.o.m. 2006), Inomhus, Bekant med offret
12621;Närstående genom parrelation (uppgift saknas);4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot man 18 år och äldre (15 år och äldre t.o.m. 2006), Inomhus, Bekant med offret, Närstående genom parrelation (uppgift saknas)
13932;Närstående genom släktskap/familj (uppgift saknas);4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot man 18 år och äldre (15 år och äldre t.o.m. 2006), Inomhus, Bekant med offret, Närstående genom släktskap/familj (uppgift saknas)
12622;Annan slags relation (uppgift saknas);4;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot man 18 år och äldre (15 år och äldre t.o.m. 2006), Inomhus, Bekant med offret, Annan slags relation (uppgift saknas)
12551;Mot kvinna 15 år och äldre;1;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot kvinna 15 år och äldre
12558;Utomhus;2;12140;Indelat efter ålder;Brott mot brottsbalken, 3-7 kap. Brott mot person, 3 kap. Brott mot liv och hälsa, Misshandel inkl. grov (5, 6 §), Indelat efter ålder, Mot kvinna 15 år och äldre, Utomhus
